CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender,Cluster,Exited,Segment,ChurnProbability,RiskBand
710,31,3,0.0,2,1,1,112289.06,0,0,0,3,0,Low-Balance Multi-Product Users,0.020646837029471253,Low
733,39,5,91538.51,1,1,1,93783.0,1,0,1,0,0,High-Risk German Affluent,0.1614125953918696,Low
724,32,6,0.0,2,1,1,150026.79,0,0,0,3,0,Low-Balance Multi-Product Users,0.014828818434667266,Low
726,34,0,185734.75,1,1,1,102036.82,0,0,0,1,0,Affluent Low-Product Users,0.21817559586349294,Low
520,30,3,143396.54,2,1,1,898.51,0,0,1,1,0,Affluent Low-Product Users,0.09353094299501513,Low
556,40,5,125909.85,1,1,1,95124.4,0,0,1,1,0,Affluent Low-Product Users,0.05288956673580921,Low
579,45,2,0.0,2,0,0,11514.39,0,0,0,3,0,Low-Balance Multi-Product Users,0.0923318035887147,Low
674,36,2,154525.7,1,0,1,27468.72,0,0,1,1,0,Affluent Low-Product Users,0.11179326245346449,Low
570,29,0,0.0,1,1,0,37092.43,0,0,0,3,0,Low-Balance Multi-Product Users,0.12568852602291863,Low
631,51,8,100654.8,1,1,0,171587.9,0,0,1,1,0,Affluent Low-Product Users,0.4161879890979965,Medium
623,44,1,83325.77,1,0,1,80828.78,0,1,1,2,0,Young Engaged Mass-Market,0.1622593004083931,Low
665,35,8,110934.54,1,1,0,169287.99,0,0,1,1,0,Affluent Low-Product Users,0.04104268099270485,Low
523,36,8,113680.54,1,0,0,13197.44,0,1,0,2,0,Young Engaged Mass-Market,0.07721264695484652,Low
706,31,1,117020.08,2,1,0,54439.53,1,0,1,0,0,High-Risk German Affluent,0.06288706127537186,Low
619,49,9,145359.99,1,1,0,38186.85,0,0,0,1,0,Affluent Low-Product Users,0.2827675645785391,Medium
593,39,8,151391.68,1,1,0,27274.6,1,0,0,0,1,High-Risk German Affluent,0.3024986209444098,Medium
608,66,8,123935.35,1,1,1,65758.19,0,1,1,2,0,Young Engaged Mass-Market,0.0689337860760519,Low
526,36,0,0.0,2,1,0,97767.63,0,0,0,3,0,Low-Balance Multi-Product Users,0.08399020101269843,Low
684,40,2,70291.02,1,1,1,115468.84,0,1,1,2,1,Young Engaged Mass-Market,0.6738951179969738,High
604,42,10,166031.45,1,1,0,98293.14,1,0,0,0,0,High-Risk German Affluent,0.22096461918010224,Low
636,36,6,96643.32,1,0,0,182059.28,1,0,1,0,0,High-Risk German Affluent,0.1805105600973032,Low
669,33,8,0.0,2,0,1,128538.05,0,1,0,2,0,Young Engaged Mass-Market,0.025088852431128503,Low
624,71,7,0.0,2,1,1,108841.83,0,0,1,3,0,Low-Balance Multi-Product Users,0.013857052799810908,Low
631,29,2,0.0,2,1,1,18581.84,0,0,1,3,0,Low-Balance Multi-Product Users,0.010803804406830875,Low
753,48,4,0.0,2,0,1,146821.42,0,0,1,3,0,Low-Balance Multi-Product Users,0.08667789855260516,Low
588,40,5,0.0,2,0,0,100727.68,0,0,1,3,0,Low-Balance Multi-Product Users,0.02435520136377682,Low
729,26,4,97268.1,2,1,0,39356.38,1,0,1,0,0,High-Risk German Affluent,0.027826065758717034,Low
602,42,10,0.0,2,0,0,169921.11,0,0,0,3,1,Low-Balance Multi-Product Users,0.547452142006855,High
689,55,1,76296.81,1,1,0,42364.75,1,0,0,0,1,High-Risk German Affluent,0.9098230683779827,Very High
486,27,7,0.0,2,1,0,28823.04,0,1,1,2,0,Young Engaged Mass-Market,0.026756426893018482,Low
809,42,6,64497.94,3,0,1,182436.81,1,0,0,0,1,High-Risk German Affluent,0.8135966679048149,Very High
562,38,5,0.0,1,1,0,115700.2,0,0,1,3,0,Low-Balance Multi-Product Users,0.22557818026833454,Low
763,32,8,0.0,2,1,0,16725.53,0,1,0,2,0,Young Engaged Mass-Market,0.07051082592493449,Low
669,57,5,0.0,2,1,1,56875.76,0,0,1,3,0,Low-Balance Multi-Product Users,0.025204996677195134,Low
709,39,8,0.0,2,1,0,56214.09,0,0,1,3,0,Low-Balance Multi-Product Users,0.008611956852644341,Low
554,45,4,0.0,2,1,1,193412.05,0,1,0,2,0,Young Engaged Mass-Market,0.09034384611488265,Low
699,37,10,0.0,2,0,0,83263.04,0,0,1,3,0,Low-Balance Multi-Product Users,0.04826308998617201,Low
732,54,0,134249.7,1,0,1,13404.4,0,1,1,2,0,Young Engaged Mass-Market,0.13409132542216765,Low
625,45,3,0.0,1,1,1,184474.15,0,0,0,3,1,Low-Balance Multi-Product Users,0.7532047099834159,Very High
599,30,9,105443.68,1,1,1,121124.53,0,0,1,1,0,Affluent Low-Product Users,0.024022313267515565,Low
584,50,1,0.0,1,0,1,152567.75,0,1,0,2,1,Young Engaged Mass-Market,0.9063086867078431,Very High
499,35,10,0.0,2,1,0,10722.54,0,0,1,3,0,Low-Balance Multi-Product Users,0.04490110213559828,Low
526,38,2,0.0,2,0,0,58010.98,0,1,1,2,0,Young Engaged Mass-Market,0.05259992117415706,Low
625,35,5,86147.46,2,1,0,163440.8,1,0,0,0,1,High-Risk German Affluent,0.6112499853478752,High
537,38,1,96939.06,1,1,1,102606.92,0,1,0,2,0,Young Engaged Mass-Market,0.05502985362524196,Low
696,47,1,106758.6,1,1,1,80591.18,0,1,1,2,0,Young Engaged Mass-Market,0.14640274405255238,Low
679,33,9,112528.65,2,1,0,177362.45,0,0,0,1,0,Affluent Low-Product Users,0.06926342858647654,Low
684,60,2,116563.58,1,1,0,120257.7,0,0,1,1,1,Affluent Low-Product Users,0.946152864834542,Very High
850,32,4,0.0,1,1,1,180622.02,0,0,1,3,0,Low-Balance Multi-Product Users,0.2079357607466752,Low
495,42,7,0.0,2,0,0,130404.53,0,1,0,2,0,Young Engaged Mass-Market,0.15295412987623205,Low
537,38,6,141786.78,1,0,1,147797.54,0,1,0,2,0,Young Engaged Mass-Market,0.07139594055101584,Low
850,41,3,136416.82,1,0,1,57844.26,0,0,1,1,0,Affluent Low-Product Users,0.08880026454056177,Low
513,30,5,0.0,2,1,0,162523.66,0,0,1,3,0,Low-Balance Multi-Product Users,0.025439809249523066,Low
618,40,1,133245.52,2,1,1,54495.82,1,0,0,0,0,High-Risk German Affluent,0.11301394195141626,Low
802,41,4,90757.64,2,0,1,169183.66,1,0,0,0,0,High-Risk German Affluent,0.09137628063311716,Low
547,43,1,92350.36,1,0,1,80262.91,0,0,1,1,0,Affluent Low-Product Users,0.14898289985142424,Low
613,69,9,78778.49,1,0,1,8751.59,1,0,1,0,0,High-Risk German Affluent,0.18950518986643144,Low
592,34,6,102143.93,2,1,1,102628.98,1,0,0,0,0,High-Risk German Affluent,0.06344768855657044,Low
546,29,5,0.0,1,1,1,94823.95,0,0,1,3,0,Low-Balance Multi-Product Users,0.17482933804303794,Low
721,37,4,98459.6,1,0,0,90821.66,1,0,1,0,0,High-Risk German Affluent,0.11960530532297732,Low
671,47,7,114603.76,2,1,0,153194.32,1,0,0,0,1,High-Risk German Affluent,0.8315054420172908,Very High
624,35,2,0.0,2,1,0,87310.59,0,1,1,2,0,Young Engaged Mass-Market,0.05562044208270707,Low
751,51,7,148074.79,1,1,0,146411.41,1,0,0,0,1,High-Risk German Affluent,0.9493135323696009,Very High
636,36,1,0.0,3,1,1,74048.1,0,1,1,2,1,Young Engaged Mass-Market,0.7612212812005078,Very High
607,62,8,108004.64,1,1,1,23386.77,0,1,0,2,1,Young Engaged Mass-Market,0.591379271611767,High
509,29,0,107712.57,2,1,1,92898.17,1,0,0,0,0,High-Risk German Affluent,0.07541995787577455,Low
653,35,9,0.0,2,1,1,45956.05,0,1,1,2,0,Young Engaged Mass-Market,0.02263946140156859,Low
709,37,8,0.0,3,1,0,71738.56,0,1,0,2,0,Young Engaged Mass-Market,0.24115838940367795,Low
559,32,9,145303.52,1,1,0,103560.98,0,0,1,1,0,Affluent Low-Product Users,0.04762660994493786,Low
684,37,4,138476.41,2,1,1,52367.29,1,0,1,0,0,High-Risk German Affluent,0.042810679020742815,Low
635,27,8,127471.56,1,1,1,152916.05,0,0,0,1,1,Affluent Low-Product Users,0.602898784382617,High
709,26,6,156551.63,1,0,1,4410.77,0,0,1,1,0,Affluent Low-Product Users,0.07472238949316105,Low
656,49,9,97092.87,1,1,0,74771.22,1,0,0,0,1,High-Risk German Affluent,0.7215644429090241,High
793,32,2,0.0,2,1,0,193817.63,0,0,1,3,1,Low-Balance Multi-Product Users,0.4812791551194019,Medium
609,37,5,129312.79,1,1,1,26793.82,0,1,1,2,0,Young Engaged Mass-Market,0.04908690227210275,Low
618,29,10,100315.1,2,1,1,32526.64,1,0,0,0,0,High-Risk German Affluent,0.037981789526450545,Low
850,35,6,81684.97,1,1,0,824.0,0,0,0,1,0,Affluent Low-Product Users,0.16847449691619212,Low
669,51,3,88827.53,1,0,0,85250.77,0,1,1,2,1,Young Engaged Mass-Market,0.866900332529089,Very High
594,40,0,152092.44,2,1,1,83508.93,1,0,1,0,0,High-Risk German Affluent,0.12273378891444177,Low
616,71,4,0.0,2,1,1,173599.38,0,1,1,2,0,Young Engaged Mass-Market,0.021049319007135435,Low
676,49,1,0.0,1,1,0,79342.31,0,0,0,3,1,Low-Balance Multi-Product Users,0.9185587671082931,Very High
608,38,9,102406.76,1,0,1,57600.66,0,1,0,2,0,Young Engaged Mass-Market,0.09603194862962304,Low
710,21,4,109130.96,2,1,1,56191.99,0,0,1,1,0,Affluent Low-Product Users,0.04696217706004515,Low
695,29,5,0.0,2,1,1,6770.44,0,0,1,3,0,Low-Balance Multi-Product Users,0.020245509061810812,Low
530,33,9,75242.28,1,0,1,101694.67,1,0,1,0,0,High-Risk German Affluent,0.0304947337475467,Low
509,29,1,0.0,2,1,0,69113.14,0,1,1,2,0,Young Engaged Mass-Market,0.019895838873993967,Low
517,45,4,0.0,1,0,0,172674.36,0,0,0,3,1,Low-Balance Multi-Product Users,0.9195346309155631,Very High
758,33,0,129142.54,2,1,1,26606.28,1,0,1,0,0,High-Risk German Affluent,0.19850292596091063,Low
665,51,2,0.0,1,0,0,53353.36,0,0,1,3,0,Low-Balance Multi-Product Users,0.5862090947402838,High
631,22,6,139129.92,1,1,1,63747.51,1,0,0,0,0,High-Risk German Affluent,0.24571531985616257,Low
576,33,3,0.0,2,0,1,190112.05,0,1,1,2,0,Young Engaged Mass-Market,0.016157751143763308,Low
544,22,3,66483.32,1,0,1,110317.39,0,1,1,2,0,Young Engaged Mass-Market,0.19020303398869812,Low
596,40,5,62389.03,3,1,0,148623.43,1,0,1,0,1,High-Risk German Affluent,0.8369012475885799,Very High
481,34,5,0.0,2,1,1,125253.46,0,0,0,3,0,Low-Balance Multi-Product Users,0.00963978609745582,Low
498,46,1,91857.66,1,1,0,101954.78,0,0,1,1,1,Affluent Low-Product Users,0.8200939064485633,Very High
512,31,6,0.0,2,1,0,168462.26,0,1,1,2,0,Young Engaged Mass-Market,0.009139006104019723,Low
594,56,7,0.0,1,1,0,26215.85,0,0,0,3,1,Low-Balance Multi-Product Users,0.9538330735000103,Very High
570,30,10,176173.52,1,1,0,97045.32,0,0,0,1,1,Affluent Low-Product Users,0.7588222938323418,Very High
721,38,7,0.0,1,0,1,53534.8,0,1,1,2,0,Young Engaged Mass-Market,0.1619682439859315,Low
453,37,4,131834.76,2,1,0,8949.2,0,0,0,1,0,Affluent Low-Product Users,0.08277867487361687,Low
562,48,3,92347.96,1,1,1,163116.75,0,0,1,1,0,Affluent Low-Product Users,0.2657913509454472,Medium
682,40,4,0.0,2,1,1,140745.91,0,0,1,3,0,Low-Balance Multi-Product Users,0.004381446448379315,Low
748,40,3,95297.11,1,0,0,171515.84,0,0,1,1,0,Affluent Low-Product Users,0.24845356609534316,Low
729,32,9,0.0,2,0,0,150803.44,0,0,0,3,0,Low-Balance Multi-Product Users,0.010935946987038593,Low
663,39,4,0.0,1,1,0,76884.05,0,0,1,3,0,Low-Balance Multi-Product Users,0.25297124137125115,Medium
735,53,8,123845.36,2,0,1,170454.93,0,0,0,1,1,Affluent Low-Product Users,0.6726995582534379,High
627,62,3,143426.34,2,1,1,143104.3,1,0,1,0,0,High-Risk German Affluent,0.17599586019943284,Low
713,46,5,0.0,1,1,1,55701.62,0,0,1,3,0,Low-Balance Multi-Product Users,0.40525106361218965,Medium
562,31,2,112708.2,1,0,1,186370.3,1,0,1,0,0,High-Risk German Affluent,0.28252623755849915,Medium
632,43,2,100013.51,1,1,0,24275.32,0,0,1,1,0,Affluent Low-Product Users,0.21289204749649684,Low
479,33,2,208165.53,1,0,0,50774.81,0,0,0,1,1,Affluent Low-Product Users,0.665628829391201,High
658,21,7,0.0,2,0,1,154279.87,0,1,1,2,0,Young Engaged Mass-Market,0.00776705614113889,Low
598,40,9,0.0,1,1,0,68462.59,0,0,0,3,1,Low-Balance Multi-Product Users,0.32308038768517533,Medium
597,19,2,0.0,2,1,1,91036.74,0,0,1,3,0,Low-Balance Multi-Product Users,0.02382713100807063,Low
512,33,6,121685.31,2,1,1,83681.97,0,0,0,1,0,Affluent Low-Product Users,0.023730818594738117,Low
704,39,2,111525.02,1,1,0,199484.96,0,0,1,1,0,Affluent Low-Product Users,0.10169878108831422,Low
474,26,6,0.0,2,0,0,152491.22,0,0,1,3,0,Low-Balance Multi-Product Users,0.06325775221199874,Low
604,36,10,113546.3,1,1,1,134875.37,1,0,1,0,0,High-Risk German Affluent,0.1132383665705291,Low
683,41,6,95696.52,2,1,1,184366.14,0,0,1,1,0,Affluent Low-Product Users,0.0713294995701018,Low
537,28,0,88963.31,2,1,1,189839.93,0,0,1,3,0,Low-Balance Multi-Product Users,0.04151037820830644,Low
794,31,0,144880.34,2,0,1,175643.44,0,1,1,2,0,Young Engaged Mass-Market,0.08681614863909634,Low
732,55,9,136576.02,1,0,1,3268.17,0,0,1,1,1,Affluent Low-Product Users,0.6878033566915847,High
495,38,2,63093.01,1,1,1,47089.72,0,0,0,1,0,Affluent Low-Product Users,0.23893269994466962,Low
552,38,10,132271.12,2,1,1,46562.02,1,0,1,0,0,High-Risk German Affluent,0.05770362255891906,Low
602,29,3,88814.4,2,1,1,62487.97,0,0,0,3,0,Low-Balance Multi-Product Users,0.024753292609745833,Low
607,40,5,90594.55,1,0,1,181598.25,1,0,1,0,0,High-Risk German Affluent,0.35549553529909705,Medium
675,33,0,141816.25,1,1,0,64815.05,1,0,0,0,1,High-Risk German Affluent,0.7738580794277716,Very High
443,54,3,138547.97,1,1,1,70196.23,0,0,0,1,1,Affluent Low-Product Users,0.7070577175750882,High
727,31,2,52192.08,2,0,1,160383.47,0,0,0,3,0,Low-Balance Multi-Product Users,0.07873060253502008,Low
482,38,4,124976.19,1,1,0,35848.12,0,0,1,1,0,Affluent Low-Product Users,0.17857016254122485,Low
686,34,1,0.0,2,1,0,87278.48,0,0,0,3,0,Low-Balance Multi-Product Users,0.059263848507445274,Low
588,35,3,104356.38,1,1,0,94498.82,1,0,1,0,0,High-Risk German Affluent,0.18958947127590137,Low
605,48,10,150315.92,1,0,1,133486.36,0,1,0,2,0,Young Engaged Mass-Market,0.23198739819288142,Low
583,39,1,129299.28,2,1,0,73107.6,0,0,1,1,0,Affluent Low-Product Users,0.03951984740615092,Low
738,37,7,140950.92,2,1,0,195333.98,1,0,1,0,0,High-Risk German Affluent,0.03615241164970362,Low
744,30,1,128065.12,1,1,0,121525.48,0,1,1,2,0,Young Engaged Mass-Market,0.11535440266395487,Low
781,23,2,107433.48,1,1,0,173843.21,0,0,1,1,0,Affluent Low-Product Users,0.038416713518232296,Low
699,34,2,117468.67,1,1,0,185227.42,0,0,1,1,0,Affluent Low-Product Users,0.016187852020667796,Low
639,27,2,0.0,2,0,0,125244.18,0,0,0,3,0,Low-Balance Multi-Product Users,0.012846410993000974,Low
583,27,4,0.0,3,1,0,163113.41,0,0,0,3,0,Low-Balance Multi-Product Users,0.5213287480554323,High
587,42,1,0.0,1,0,0,123006.91,0,0,1,3,0,Low-Balance Multi-Product Users,0.2651376421395212,Medium
694,40,9,0.0,2,1,0,40463.03,0,0,1,3,0,Low-Balance Multi-Product Users,0.08046309923328049,Low
570,29,4,153040.03,1,1,1,131363.57,0,0,0,1,1,Affluent Low-Product Users,0.08959795207455572,Low
692,45,6,142084.04,4,1,0,188305.85,1,0,1,0,1,High-Risk German Affluent,0.9388346476273742,Very High
511,30,5,0.0,2,1,0,143994.86,0,0,0,3,0,Low-Balance Multi-Product Users,0.006828125300407008,Low
788,32,4,112079.58,1,0,0,89368.59,0,0,1,1,0,Affluent Low-Product Users,0.03981627747881953,Low
526,66,7,132044.6,2,1,1,158365.89,0,1,1,2,0,Young Engaged Mass-Market,0.13411014028746437,Low
749,46,9,66582.81,1,1,0,78753.12,0,1,0,2,1,Young Engaged Mass-Market,0.8311973828197284,Very High
691,33,6,0.0,2,1,1,100408.31,0,0,0,3,0,Low-Balance Multi-Product Users,0.0211280237220833,Low
481,39,6,0.0,1,1,1,24677.54,0,0,0,3,0,Low-Balance Multi-Product Users,0.20301980977930967,Low
752,33,4,0.0,2,1,1,39570.78,0,0,1,3,0,Low-Balance Multi-Product Users,0.0008702202719589125,Low
658,38,6,102895.1,1,0,0,155665.76,0,0,0,1,0,Affluent Low-Product Users,0.15334366290914836,Low
679,42,2,0.0,1,1,1,168294.27,0,1,1,2,0,Young Engaged Mass-Market,0.22489860438879877,Low
754,27,7,117578.35,2,0,1,87908.01,1,0,1,0,0,High-Risk German Affluent,0.04460384123841059,Low
679,47,10,198546.1,2,1,0,191198.92,0,0,1,1,1,Affluent Low-Product Users,0.7126654381686851,High
633,39,2,0.0,2,0,0,191207.03,0,1,0,2,0,Young Engaged Mass-Market,0.1293652359110218,Low
674,31,1,0.0,1,1,0,128954.05,0,0,0,3,0,Low-Balance Multi-Product Users,0.18351007410669626,Low
600,28,2,116623.31,1,0,1,59905.29,1,0,1,0,0,High-Risk German Affluent,0.09662482781853925,Low
645,49,8,0.0,2,1,0,162012.6,0,1,1,2,0,Young Engaged Mass-Market,0.10457215542215359,Low
698,36,6,0.0,2,0,1,19231.98,0,0,1,3,0,Low-Balance Multi-Product Users,0.030778270495325836,Low
508,54,10,0.0,1,1,1,175749.36,0,1,1,2,0,Young Engaged Mass-Market,0.3042473525462219,Medium
555,44,3,105770.7,3,1,0,60533.96,0,0,0,3,1,Low-Balance Multi-Product Users,0.8660920876927842,Very High
751,48,9,0.0,1,1,0,137508.42,0,0,0,3,1,Low-Balance Multi-Product Users,0.9024308758870165,Very High
738,39,1,94435.45,2,0,1,189430.86,0,0,0,1,0,Affluent Low-Product Users,0.07113266536867917,Low
706,39,8,112889.91,1,0,1,6723.66,1,0,0,0,0,High-Risk German Affluent,0.3290606934486548,Medium
595,53,7,0.0,2,1,0,41371.68,0,0,0,3,1,Low-Balance Multi-Product Users,0.33296782916471507,Medium
577,43,3,127940.47,1,0,0,125140.72,1,0,0,0,1,High-Risk German Affluent,0.7849844236162082,Very High
578,36,8,129745.1,1,1,1,143683.75,1,0,0,0,0,High-Risk German Affluent,0.18605395543706804,Low
699,32,3,0.0,2,1,1,170770.44,0,0,1,3,0,Low-Balance Multi-Product Users,0.012236783379779558,Low
826,30,5,0.0,2,0,1,157397.57,0,0,0,3,0,Low-Balance Multi-Product Users,0.040451908845229534,Low
656,46,7,141535.52,1,1,0,50595.15,1,0,0,0,1,High-Risk German Affluent,0.8413996521986122,Very High
556,47,2,139914.27,1,1,1,50390.98,0,0,0,1,0,Affluent Low-Product Users,0.24682580035850174,Low
569,41,4,120243.49,1,1,0,163150.03,0,0,1,1,1,Affluent Low-Product Users,0.2412311688454939,Low
765,34,9,91835.16,1,0,0,138280.17,0,0,1,1,0,Affluent Low-Product Users,0.06614918094425372,Low
544,37,2,0.0,2,0,0,135067.02,0,1,1,2,0,Young Engaged Mass-Market,0.06754288636698672,Low
588,22,9,67178.19,1,1,1,163534.75,0,1,0,2,1,Young Engaged Mass-Market,0.5748441316138042,High
740,31,8,0.0,2,0,0,86657.48,0,1,0,2,0,Young Engaged Mass-Market,0.011006073328161467,Low
850,38,7,115378.94,1,0,1,162087.82,0,1,1,2,0,Young Engaged Mass-Market,0.03617499893628194,Low
766,30,4,127786.28,2,1,1,28879.3,1,0,1,0,0,High-Risk German Affluent,0.11955470206296018,Low
849,41,6,0.0,2,1,1,169203.51,0,0,0,3,1,Low-Balance Multi-Product Users,0.5097941592794731,High
612,33,0,64900.32,2,1,0,102426.12,0,0,0,3,0,Low-Balance Multi-Product Users,0.07027308986741289,Low
517,53,0,109172.88,1,1,0,54676.1,1,0,1,0,1,High-Risk German Affluent,0.9073934679320755,Very High
645,55,7,0.0,2,1,1,18369.33,0,0,0,3,0,Low-Balance Multi-Product Users,0.04042316960919008,Low
696,43,4,114091.38,1,0,1,159888.1,1,0,1,0,0,High-Risk German Affluent,0.3554562893871151,Medium
716,40,3,0.0,2,0,1,167636.15,0,0,0,3,0,Low-Balance Multi-Product Users,0.07893410295396763,Low
590,32,9,0.0,2,1,0,138889.15,0,0,1,3,0,Low-Balance Multi-Product Users,0.011783061053409769,Low
656,45,7,145933.27,1,1,1,199392.14,0,0,0,1,0,Affluent Low-Product Users,0.17392065521756878,Low
473,35,7,131504.73,1,1,0,189560.43,1,0,0,0,0,High-Risk German Affluent,0.1481794718826176,Low
742,44,8,107926.02,1,0,1,17375.27,1,0,0,0,1,High-Risk German Affluent,0.6680096200165768,High
834,57,8,112281.6,3,1,0,140225.14,1,0,0,0,1,High-Risk German Affluent,0.9016967152568933,Very High
721,41,7,0.0,2,0,1,61018.85,0,0,1,3,0,Low-Balance Multi-Product Users,0.024442968106290104,Low
590,29,10,0.0,1,1,1,51907.72,0,1,1,2,1,Young Engaged Mass-Market,0.5973947337522992,High
516,31,7,0.0,1,1,0,47018.75,0,1,0,2,0,Young Engaged Mass-Market,0.3236844892822331,Medium
850,33,0,124781.67,1,0,1,33700.52,0,0,1,1,0,Affluent Low-Product Users,0.053910937051892406,Low
748,39,9,132865.56,1,1,1,59636.43,0,0,0,1,1,Affluent Low-Product Users,0.5763433837332611,High
798,38,4,129055.13,1,1,0,157147.59,1,0,0,0,0,High-Risk German Affluent,0.1729896589694163,Low
612,76,6,96166.88,1,1,1,191393.26,1,0,1,0,0,High-Risk German Affluent,0.091057187536712,Low
540,40,3,165298.12,1,0,1,199862.75,0,0,0,1,0,Affluent Low-Product Users,0.18637775418568012,Low
719,33,7,0.0,2,1,0,20016.59,0,1,0,2,0,Young Engaged Mass-Market,0.03562747136749198,Low
598,48,6,120682.53,1,1,0,30635.52,0,0,1,1,1,Affluent Low-Product Users,0.5249282767042978,High
796,32,5,102773.15,2,0,1,117832.88,0,1,1,2,0,Young Engaged Mass-Market,0.026182834599315075,Low
579,42,0,144386.32,1,1,1,22497.1,1,0,1,0,1,High-Risk German Affluent,0.5065235948248573,High
850,40,7,104449.8,1,1,1,747.88,1,0,0,0,0,High-Risk German Affluent,0.30909647197029133,Medium
599,35,6,137102.65,1,0,0,76870.81,0,1,1,2,0,Young Engaged Mass-Market,0.21371295859647238,Low
724,30,9,142475.87,1,1,1,107848.24,0,0,0,1,0,Affluent Low-Product Users,0.10175454278832341,Low
508,43,9,0.0,1,1,0,103726.71,0,0,0,3,0,Low-Balance Multi-Product Users,0.4807204273766765,Medium
773,37,2,103195.2,2,1,0,178268.36,0,1,1,2,0,Young Engaged Mass-Market,0.0686343298275909,Low
526,28,1,112070.44,1,0,1,126281.83,0,0,1,1,0,Affluent Low-Product Users,0.03945407439961757,Low
542,29,7,0.0,2,0,1,196651.72,0,0,0,3,0,Low-Balance Multi-Product Users,0.04078856562706081,Low
470,35,1,96473.59,1,0,0,5962.3,0,0,1,1,0,Affluent Low-Product Users,0.058962117609714135,Low
805,37,5,0.0,2,1,0,21928.81,0,1,1,2,0,Young Engaged Mass-Market,0.02439148912073404,Low
548,49,9,108437.89,1,0,0,127022.87,1,0,1,0,1,High-Risk German Affluent,0.9338401838226598,Very High
672,37,5,153195.59,1,1,1,162763.01,0,0,1,1,0,Affluent Low-Product Users,0.04674688975000885,Low
773,45,8,96877.21,1,1,1,113950.51,0,0,1,1,0,Affluent Low-Product Users,0.14583773921240492,Low
614,44,6,0.0,2,0,1,104930.46,0,0,1,3,0,Low-Balance Multi-Product Users,0.0664714280654348,Low
537,38,10,0.0,1,0,0,52337.97,0,0,0,3,1,Low-Balance Multi-Product Users,0.6623446224309624,High
704,40,6,95452.89,1,0,1,179964.55,0,0,0,1,0,Affluent Low-Product Users,0.2838445159039026,Medium
586,41,3,63873.56,1,1,0,83753.64,0,1,1,2,0,Young Engaged Mass-Market,0.25975411724443426,Medium
677,24,0,148298.59,2,0,0,182913.95,0,0,0,1,0,Affluent Low-Product Users,0.08605832203209243,Low
558,31,7,0.0,2,1,0,166720.28,0,1,0,2,0,Young Engaged Mass-Market,0.026311648574703594,Low
634,37,7,143258.85,2,1,0,192721.98,1,0,0,0,0,High-Risk German Affluent,0.08039947382724388,Low
655,37,9,121342.24,1,1,1,180241.44,1,0,1,0,0,High-Risk German Affluent,0.47953531565763463,Medium
619,28,6,99152.73,2,1,0,48475.12,1,0,0,0,0,High-Risk German Affluent,0.0990923631422222,Low
662,41,4,0.0,2,1,0,126551.48,0,0,0,3,0,Low-Balance Multi-Product Users,0.07022415092380899,Low
705,33,7,68423.89,1,1,1,64872.55,0,1,1,2,0,Young Engaged Mass-Market,0.08917910873922606,Low
527,35,8,0.0,1,1,0,98031.53,0,1,0,2,1,Young Engaged Mass-Market,0.5946376432959382,High
630,25,7,79656.81,1,1,0,93524.22,1,0,0,0,0,High-Risk German Affluent,0.0733458724465775,Low
850,35,2,0.0,2,1,1,56991.66,0,0,1,3,0,Low-Balance Multi-Product Users,0.025677449390809386,Low
668,53,10,110240.04,1,0,0,183980.56,0,0,0,1,1,Affluent Low-Product Users,0.9089182357413341,Very High
573,32,9,125321.84,2,1,1,130234.63,0,0,0,1,0,Affluent Low-Product Users,0.0402577920009741,Low
680,27,3,0.0,1,1,0,32454.26,0,0,1,3,0,Low-Balance Multi-Product Users,0.11103506719316049,Low
758,32,2,84378.9,1,1,1,75396.43,0,0,0,1,0,Affluent Low-Product Users,0.025917563787889026,Low
597,45,7,0.0,2,0,0,167756.45,0,0,1,3,0,Low-Balance Multi-Product Users,0.0907571166600975,Low
580,35,10,136281.41,2,1,1,24799.47,1,0,1,0,0,High-Risk German Affluent,0.02754936529932613,Low
622,59,5,119380.37,1,1,1,60429.43,0,0,1,1,0,Affluent Low-Product Users,0.2197561570680978,Low
638,62,4,108716.59,2,1,1,74241.09,1,0,1,0,0,High-Risk German Affluent,0.1521100786044259,Low
640,20,4,0.0,2,0,1,78310.82,0,0,0,3,0,Low-Balance Multi-Product Users,0.031263455602768365,Low
644,28,0,0.0,2,1,0,119419.37,0,1,1,2,0,Young Engaged Mass-Market,0.13892745004016813,Low
753,31,6,106596.29,1,0,0,91305.77,0,0,0,1,0,Affluent Low-Product Users,0.04817683270398367,Low
629,37,10,99546.25,3,0,1,25136.95,0,0,0,3,1,Low-Balance Multi-Product Users,0.9069819823224194,Very High
775,30,5,0.0,1,1,0,193880.6,0,0,0,3,1,Low-Balance Multi-Product Users,0.6921380708302687,High
701,41,2,0.0,1,1,0,47856.78,0,0,0,3,0,Low-Balance Multi-Product Users,0.36643528799581904,Medium
708,19,7,112615.86,1,1,1,4491.77,0,1,1,2,0,Young Engaged Mass-Market,0.10012869719541168,Low
521,22,10,0.0,1,1,1,101311.95,0,1,0,2,0,Young Engaged Mass-Market,0.21370897715589843,Low
636,24,9,0.0,2,0,1,38830.72,0,0,0,3,0,Low-Balance Multi-Product Users,0.022687398157588582,Low
